"","pumps","datetimehourly","section","holiday","workday","weathertype","atemp","atemX","totalsales","quantity","newcustomer","returningcustomer","day.rushhour","day.rushhour.pumps","day.delivery.expected","day.delivery.expected.accuracy","day.consump.ave","timedatepos","day_col","month_col","year_col","second_col","min_col","hour_col"
"3844",0,"5/12/17 15:00",3,0,1,1,18.45555556,65.22,0,0,0,0,0,2,24,0.8,2.2,2017-05-12 15:00:00,12,5,2017,0,0,15
"3845",0,"5/12/17 16:00",3,0,1,1,17.73333333,63.92,0,0,0,0,0,2,24,0.8,2.2,2017-05-12 16:00:00,12,5,2017,0,0,16
"3846",0,"5/12/17 17:00",3,0,1,1,17.01111111,62.62,0,0,0,0,0,2,24,0.8,2.2,2017-05-12 17:00:00,12,5,2017,0,0,17
"3847",2,"5/12/17 18:00",3,0,1,1,16.28888889,61.32,39.26,2.619,0,2,0,2,24,0.8,2.2,2017-05-12 18:00:00,12,5,2017,0,0,18
"3848",0,"5/12/17 19:00",3,0,1,1,15.56666667,60.02,0,0,0,0,0,2,24,0.8,2.2,2017-05-12 19:00:00,12,5,2017,0,0,19
"3849",0,"5/12/17 20:00",3,0,1,1,14.84444444,58.72,0,0,0,0,0,2,24,0.8,2.2,2017-05-12 20:00:00,12,5,2017,0,0,20
"3850",0,"5/12/17 21:00",3,0,1,1,14.12222222,57.42,0,0,0,0,0,2,24,0.8,2.2,2017-05-12 21:00:00,12,5,2017,0,0,21
"3851",0,"5/12/17 22:00",4,0,1,1,13.4,56.12,0,0,0,0,0,2,24,0.8,2.2,2017-05-12 22:00:00,12,5,2017,0,0,22
"3852",1,"5/12/17 23:00",4,0,1,1,15.4,59.72,66.2,4.416,0,1,0,2,24,0.8,2.2,2017-05-12 23:00:00,12,5,2017,0,0,23
"3853",0,"5/13/17 0:00",4,1,0,1,18,64.4,0,0,0,0,0,2,24,0.8,2.2,2017-05-13 00:00:00,13,5,2017,0,0,0
"3854",0,"5/13/17 1:00",4,1,0,1,20.375,68.675,0,0,0,0,0,2,24,0.8,2.2,2017-05-13 01:00:00,13,5,2017,0,0,1
"3855",2,"5/13/17 2:00",4,1,0,1,22.75,72.95,84.92,5.665,0,2,0,2,24,0.8,2.2,2017-05-13 02:00:00,13,5,2017,0,0,2
"3856",1,"5/13/17 3:00",4,1,0,1,25.125,77.225,70.69,4.716,1,0,0,2,24,0.8,2.2,2017-05-13 03:00:00,13,5,2017,0,0,3
"3857",0,"5/13/17 4:00",4,1,0,1,27.5,81.5,0,0,0,0,0,2,24,0.8,2.2,2017-05-13 04:00:00,13,5,2017,0,0,4
"3858",1,"5/13/17 5:00",1,1,0,1,27.4,81.32,53.33,3.558,0,1,0,2,24,0.8,2.2,2017-05-13 05:00:00,13,5,2017,0,0,5
"3859",3,"5/13/17 6:00",1,1,0,1,27.3,81.14,108.47,7.236,0,3,0,2,24,0.8,2.2,2017-05-13 06:00:00,13,5,2017,0,0,6
"3860",1,"5/13/17 7:00",1,1,0,1,27.1,80.78,49.59,3.308,0,1,0,2,24,0.8,2.2,2017-05-13 07:00:00,13,5,2017,0,0,7
"3861",0,"5/13/17 8:00",1,1,0,1,25.9,78.62,0,0,0,0,0,2,24,0.8,2.2,2017-05-13 08:00:00,13,5,2017,0,0,8
"3862",2,"5/13/17 9:00",1,1,0,1,24.7,76.46,98.09,6.544,1,1,0,2,24,0.8,2.2,2017-05-13 09:00:00,13,5,2017,0,0,9
"3863",2,"5/13/17 10:00",1,1,0,1,23.5,74.3,94.54,6.307,0,2,0,2,24,0.8,2.2,2017-05-13 10:00:00,13,5,2017,0,0,10
"3864",0,"5/13/17 11:00",2,1,0,1,21.6,70.88,0,0,0,0,0,2,24,0.8,2.2,2017-05-13 11:00:00,13,5,2017,0,0,11
"3865",1,"5/13/17 12:00",2,1,0,1,20.84,69.512,54.28,3.621,0,1,0,2,24,0.8,2.2,2017-05-13 12:00:00,13,5,2017,0,0,12
"3866",0,"5/13/17 13:00",2,1,0,1,20.08,68.144,0,0,0,0,0,2,24,0.8,2.2,2017-05-13 13:00:00,13,5,2017,0,0,13
"3867",0,"5/13/17 14:00",2,1,0,1,19.32,66.776,0,0,0,0,0,2,24,0.8,2.2,2017-05-13 14:00:00,13,5,2017,0,0,14
"3868",1,"5/13/17 15:00",3,1,0,1,18.56,65.408,46.98,3.134,0,1,0,2,24,0.8,2.2,2017-05-13 15:00:00,13,5,2017,0,0,15
"3869",0,"5/13/17 16:00",3,1,0,1,17.8,64.04,0,0,0,0,0,2,24,0.8,2.2,2017-05-13 16:00:00,13,5,2017,0,0,16
"3870",0,"5/13/17 17:00",3,1,0,1,17.04,62.672,0,0,0,0,0,2,24,0.8,2.2,2017-05-13 17:00:00,13,5,2017,0,0,17
"3871",0,"5/13/17 18:00",3,1,0,1,16.28,61.304,0,0,0,0,0,2,24,0.8,2.2,2017-05-13 18:00:00,13,5,2017,0,0,18
"3872",0,"5/13/17 19:00",3,1,0,1,15.52,59.936,0,0,0,0,0,2,24,0.8,2.2,2017-05-13 19:00:00,13,5,2017,0,0,19
"3873",0,"5/13/17 20:00",3,1,0,1,14.76,58.568,0,0,0,0,0,2,24,0.8,2.2,2017-05-13 20:00:00,13,5,2017,0,0,20
"3874",0,"5/13/17 21:00",3,1,0,1,14,57.2,0,0,0,0,0,2,24,0.8,2.2,2017-05-13 21:00:00,13,5,2017,0,0,21
"3875",0,"5/13/17 22:00",4,1,0,1,14.63333333,58.34,0,0,0,0,0,2,24,0.8,2.2,2017-05-13 22:00:00,13,5,2017,0,0,22
"3876",1,"5/13/17 23:00",4,1,0,1,15.26666667,59.48,52.3,3.489,0,1,0,2,24,0.8,2.2,2017-05-13 23:00:00,13,5,2017,0,0,23
"3877",3,"5/14/17 0:00",4,1,0,1,15.9,60.62,141.05,9.41,0,3,0,2,24,0.8,2.2,2017-05-14 00:00:00,14,5,2017,0,0,0
"3878",0,"5/14/17 1:00",4,1,0,1,20.6,69.08,0,0,0,0,0,2,24,0.8,2.2,2017-05-14 01:00:00,14,5,2017,0,0,1
"3879",3,"5/14/17 2:00",4,1,0,1,22.4,72.32,168.31,11.228,1,2,0,2,24,0.8,2.2,2017-05-14 02:00:00,14,5,2017,0,0,2
"3880",0,"5/14/17 3:00",4,1,0,1,24.2,75.56,0,0,0,0,0,2,24,0.8,2.2,2017-05-14 03:00:00,14,5,2017,0,0,3
"3881",0,"5/14/17 4:00",4,1,0,1,26.7,80.06,0,0,0,0,0,2,24,0.8,2.2,2017-05-14 04:00:00,14,5,2017,0,0,4
"3882",3,"5/14/17 5:00",1,1,0,1,26.525,79.745,109.19,7.285,0,3,0,2,24,0.8,2.2,2017-05-14 05:00:00,14,5,2017,0,0,5
"3883",2,"5/14/17 6:00",1,1,0,1,26.35,79.43,120.34,8.028,1,1,0,2,24,0.8,2.2,2017-05-14 06:00:00,14,5,2017,0,0,6
"3884",2,"5/14/17 7:00",1,1,0,1,26.175,79.115,73.06,4.874,0,2,0,2,24,0.8,2.2,2017-05-14 07:00:00,14,5,2017,0,0,7
"3885",0,"5/14/17 8:00",1,1,0,1,26,78.8,0,0,0,0,0,2,24,0.8,2.2,2017-05-14 08:00:00,14,5,2017,0,0,8
"3886",1,"5/14/17 9:00",1,1,0,1,25.5,77.9,30.65,2.045,0,1,0,2,24,0.8,2.2,2017-05-14 09:00:00,14,5,2017,0,0,9
"3887",0,"5/14/17 10:00",1,1,0,1,23,73.4,0,0,0,0,0,2,24,0.8,2.2,2017-05-14 10:00:00,14,5,2017,0,0,10
"3888",1,"5/14/17 11:00",2,1,0,1,22.4,72.32,45.21,3.016,0,1,0,2,24,0.8,2.2,2017-05-14 11:00:00,14,5,2017,0,0,11
"3889",2,"5/14/17 12:00",2,1,0,1,22.21428571,71.98571429,117.93,7.867,0,2,0,2,24,0.8,2.2,2017-05-14 12:00:00,14,5,2017,0,0,12
"3890",2,"5/14/17 13:00",2,1,0,1,22.02857143,71.65142857,84.08,5.609,2,0,0,2,24,0.8,2.2,2017-05-14 13:00:00,14,5,2017,0,0,13
"3891",2,"5/14/17 14:00",2,1,0,1,21.84285714,71.31714286,87.52,5.839,0,2,0,2,24,0.8,2.2,2017-05-14 14:00:00,14,5,2017,0,0,14
"3892",0,"5/14/17 15:00",3,1,0,1,21.65714286,70.98285714,0,0,0,0,0,2,24,0.8,2.2,2017-05-14 15:00:00,14,5,2017,0,0,15
"3893",1,"5/14/17 16:00",3,1,0,1,21.47142857,70.64857143,50.92,3.397,0,1,0,2,24,0.8,2.2,2017-05-14 16:00:00,14,5,2017,0,0,16
"3894",0,"5/14/17 17:00",3,1,0,1,21.28571429,70.31428571,0,0,0,0,0,2,24,0.8,2.2,2017-05-14 17:00:00,14,5,2017,0,0,17
"3895",0,"5/14/17 18:00",3,1,0,1,21.1,69.98,0,0,0,0,0,2,24,0.8,2.2,2017-05-14 18:00:00,14,5,2017,0,0,18
"3896",0,"5/14/17 19:00",3,1,0,1,20.91428571,69.64571429,0,0,0,0,0,2,24,0.8,2.2,2017-05-14 19:00:00,14,5,2017,0,0,19
"3897",0,"5/14/17 20:00",3,1,0,1,20.72857143,69.31142857,0,0,0,0,0,2,24,0.8,2.2,2017-05-14 20:00:00,14,5,2017,0,0,20
"3898",0,"5/14/17 21:00",3,1,0,1,20.54285714,68.97714286,0,0,0,0,0,2,24,0.8,2.2,2017-05-14 21:00:00,14,5,2017,0,0,21
"3899",0,"5/14/17 22:00",4,1,0,1,20.35714286,68.64285714,0,0,0,0,0,2,24,0.8,2.2,2017-05-14 22:00:00,14,5,2017,0,0,22
"3900",1,"5/14/17 23:00",4,1,0,1,20.17142857,68.30857143,50.74,3.385,0,1,0,2,24,0.8,2.2,2017-05-14 23:00:00,14,5,2017,0,0,23
"3901",0,"5/15/17 0:00",4,0,1,1,19.98571429,67.97428571,0,0,0,0,0,2,24,0.8,2.2,2017-05-15 00:00:00,15,5,2017,0,0,0
"3902",0,"5/15/17 1:00",4,0,1,1,19.8,67.64,0,0,0,0,0,2,24,0.8,2.2,2017-05-15 01:00:00,15,5,2017,0,0,1
"3903",0,"5/15/17 2:00",4,0,1,1,22.5,72.5,0,0,0,0,0,2,24,0.8,2.2,2017-05-15 02:00:00,15,5,2017,0,0,2
"3904",1,"5/15/17 3:00",4,0,1,1,23.7,74.66,22.04,1.47,1,0,0,2,24,0.8,2.2,2017-05-15 03:00:00,15,5,2017,0,0,3
"3905",1,"5/15/17 4:00",4,0,1,1,23.4,74.12,45.91,3.063,0,1,0,2,24,0.8,2.2,2017-05-15 04:00:00,15,5,2017,0,0,4
"3906",2,"5/15/17 5:00",1,0,1,1,24,75.2,63.57,4.241,1,1,0,2,24,0.8,2.2,2017-05-15 05:00:00,15,5,2017,0,0,5
"3907",0,"5/15/17 6:00",1,0,1,1,25.2,77.36,0,0,0,0,0,2,24,0.8,2.2,2017-05-15 06:00:00,15,5,2017,0,0,6
"3908",0,"5/15/17 7:00",1,0,1,1,25.5,77.9,0,0,0,0,0,2,24,0.8,2.2,2017-05-15 07:00:00,15,5,2017,0,0,7
"3909",2,"5/15/17 8:00",1,0,1,1,24.3,75.74,106.16,7.082,0,2,0,2,24,0.8,2.2,2017-05-15 08:00:00,15,5,2017,0,0,8
"3910",2,"5/15/17 9:00",1,0,1,1,23.1,73.58,94.12,6.279,0,2,0,2,24,0.8,2.2,2017-05-15 09:00:00,15,5,2017,0,0,9
"3911",3,"5/15/17 10:00",1,0,1,1,22.3,72.14,151.9,10.133,1,2,0,2,24,0.8,2.2,2017-05-15 10:00:00,15,5,2017,0,0,10
"3912",1,"5/15/17 11:00",2,0,1,1,20.3,68.54,55.09,3.675,0,1,0,2,24,0.8,2.2,2017-05-15 11:00:00,15,5,2017,0,0,11
"3913",2,"5/15/17 12:00",2,0,1,1,18.2,64.76,99.96,6.668,1,1,0,2,24,0.8,2.2,2017-05-15 12:00:00,15,5,2017,0,0,12
"3914",2,"5/15/17 13:00",2,0,1,1,17.94166667,64.295,104.39,6.964,1,1,0,2,24,0.8,2.2,2017-05-15 13:00:00,15,5,2017,0,0,13
"3915",0,"5/15/17 14:00",2,0,1,1,17.68333333,63.83,0,0,0,0,0,2,24,0.8,2.2,2017-05-15 14:00:00,15,5,2017,0,0,14
"3916",0,"5/15/17 15:00",3,0,1,1,17.425,63.365,0,0,0,0,0,2,24,0.8,2.2,2017-05-15 15:00:00,15,5,2017,0,0,15
"3917",0,"5/15/17 16:00",3,0,1,1,17.16666667,62.9,0,0,0,0,0,2,24,0.8,2.2,2017-05-15 16:00:00,15,5,2017,0,0,16
"3918",0,"5/15/17 17:00",3,0,1,1,16.90833333,62.435,0,0,0,0,0,2,24,0.8,2.2,2017-05-15 17:00:00,15,5,2017,0,0,17
"3919",0,"5/15/17 18:00",3,0,1,1,16.65,61.97,0,0,0,0,0,2,24,0.8,2.2,2017-05-15 18:00:00,15,5,2017,0,0,18
"3920",0,"5/15/17 19:00",3,0,1,1,16.39166667,61.505,0,0,0,0,0,2,24,0.8,2.2,2017-05-15 19:00:00,15,5,2017,0,0,19
"3921",0,"5/15/17 20:00",3,0,1,1,16.13333333,61.04,0,0,0,0,0,2,24,0.8,2.2,2017-05-15 20:00:00,15,5,2017,0,0,20
"3922",0,"5/15/17 21:00",3,0,1,1,15.875,60.575,0,0,0,0,0,2,24,0.8,2.2,2017-05-15 21:00:00,15,5,2017,0,0,21
"3923",0,"5/15/17 22:00",4,0,1,1,15.61666667,60.11,0,0,0,0,0,2,24,0.8,2.2,2017-05-15 22:00:00,15,5,2017,0,0,22
"3924",0,"5/15/17 23:00",4,0,1,1,15.35833333,59.645,0,0,0,0,0,2,24,0.8,2.2,2017-05-15 23:00:00,15,5,2017,0,0,23
"3925",0,"5/16/17 0:00",4,0,1,1,15.1,59.18,0,0,0,0,0,2,24,0.8,2.2,2017-05-16 00:00:00,16,5,2017,0,0,0
"3926",0,"5/16/17 1:00",4,0,1,1,18.1,64.58,0,0,0,0,0,2,24,0.8,2.2,2017-05-16 01:00:00,16,5,2017,0,0,1
"3927",3,"5/16/17 2:00",4,0,1,1,21.1,69.98,166,11.074,1,2,0,2,24,0.8,2.2,2017-05-16 02:00:00,16,5,2017,0,0,2
"3928",2,"5/16/17 3:00",4,0,1,1,23.1,73.58,124.11,8.279,0,2,0,2,24,0.8,2.2,2017-05-16 03:00:00,16,5,2017,0,0,3
"3929",2,"5/16/17 4:00",4,0,1,1,25,77,65.67,4.381,0,2,0,2,24,0.8,2.2,2017-05-16 04:00:00,16,5,2017,0,0,4
"3930",1,"5/16/17 5:00",1,0,1,1,24.9,76.82,20.84,1.39,0,1,0,2,24,0.8,2.2,2017-05-16 05:00:00,16,5,2017,0,0,5
"3931",2,"5/16/17 6:00",1,0,1,1,25.6,78.08,124.44,8.302,0,2,0,2,24,0.8,2.2,2017-05-16 06:00:00,16,5,2017,0,0,6
"3932",0,"5/16/17 7:00",1,0,1,1,25.7,78.26,0,0,0,0,0,2,24,0.8,2.2,2017-05-16 07:00:00,16,5,2017,0,0,7
"3933",1,"5/16/17 8:00",1,0,1,1,24.45,76.01,58.1,3.876,0,1,0,2,24,0.8,2.2,2017-05-16 08:00:00,16,5,2017,0,0,8
"3934",2,"5/16/17 9:00",1,0,1,1,23.2,73.76,105.14,7.014,1,1,0,2,24,0.8,2.2,2017-05-16 09:00:00,16,5,2017,0,0,9
"3935",1,"5/16/17 10:00",1,0,1,1,21.4,70.52,41.51,2.769,0,1,0,2,24,0.8,2.2,2017-05-16 10:00:00,16,5,2017,0,0,10
"3936",2,"5/16/17 11:00",2,0,1,1,20.8,69.44,124.83,8.328,1,1,0,2,24,0.8,2.2,2017-05-16 11:00:00,16,5,2017,0,0,11
"3937",0,"5/16/17 12:00",2,0,1,1,19.56666667,67.22,0,0,0,0,0,2,24,0.8,2.2,2017-05-16 12:00:00,16,5,2017,0,0,12
"3938",0,"5/16/17 13:00",2,0,1,1,18.33333333,65,0,0,0,0,0,2,24,0.8,2.2,2017-05-16 13:00:00,16,5,2017,0,0,13
"3939",0,"5/16/17 14:00",2,0,1,1,17.1,62.78,0,0,0,0,0,2,24,0.8,2.2,2017-05-16 14:00:00,16,5,2017,0,0,14
"3940",1,"5/16/17 15:00",3,0,1,1,16.86666667,62.36,50.62,3.377,0,1,0,2,24,0.8,2.2,2017-05-16 15:00:00,16,5,2017,0,0,15
"3941",0,"5/16/17 16:00",3,0,1,1,16.63333333,61.94,0,0,0,0,0,2,24,0.8,2.2,2017-05-16 16:00:00,16,5,2017,0,0,16
"3942",0,"5/16/17 17:00",3,0,1,1,16.4,61.52,0,0,0,0,0,2,24,0.8,2.2,2017-05-16 17:00:00,16,5,2017,0,0,17
"3943",0,"5/16/17 18:00",3,0,1,1,16.16666667,61.1,0,0,0,0,0,2,24,0.8,2.2,2017-05-16 18:00:00,16,5,2017,0,0,18
"3944",0,"5/16/17 19:00",3,0,1,1,15.93333333,60.68,0,0,0,0,0,2,24,0.8,2.2,2017-05-16 19:00:00,16,5,2017,0,0,19
"3945",0,"5/16/17 20:00",3,0,1,1,15.7,60.26,0,0,0,0,0,2,24,0.8,2.2,2017-05-16 20:00:00,16,5,2017,0,0,20
"3946",0,"5/16/17 21:00",3,0,1,1,15.46666667,59.84,0,0,0,0,0,2,24,0.8,2.2,2017-05-16 21:00:00,16,5,2017,0,0,21
"3947",0,"5/16/17 22:00",4,0,1,1,15.23333333,59.42,0,0,0,0,0,2,24,0.8,2.2,2017-05-16 22:00:00,16,5,2017,0,0,22
"3948",0,"5/16/17 23:00",4,0,1,1,15,59,0,0,0,0,0,2,24,0.8,2.2,2017-05-16 23:00:00,16,5,2017,0,0,23
"3949",0,"5/17/17 0:00",4,0,1,1,15.7,60.26,0,0,0,0,0,2,24,0.8,2.2,2017-05-17 00:00:00,17,5,2017,0,0,0
"3950",0,"5/17/17 1:00",4,0,1,1,18.7,65.66,0,0,0,0,0,2,24,0.8,2.2,2017-05-17 01:00:00,17,5,2017,0,0,1
"3951",0,"5/17/17 2:00",4,0,1,1,21.7,71.06,0,0,0,0,0,2,24,0.8,2.2,2017-05-17 02:00:00,17,5,2017,0,0,2
"3952",1,"5/17/17 3:00",4,0,1,1,24.7,76.46,64.65,4.313,0,1,0,2,24,0.8,2.2,2017-05-17 03:00:00,17,5,2017,0,0,3
"3953",0,"5/17/17 4:00",4,0,1,1,25.33333333,77.6,0,0,0,0,0,2,24,0.8,2.2,2017-05-17 04:00:00,17,5,2017,0,0,4
"3954",1,"5/17/17 5:00",1,0,1,1,25.96666667,78.74,31.13,2.077,1,0,0,2,24,0.8,2.2,2017-05-17 05:00:00,17,5,2017,0,0,5
"3955",2,"5/17/17 6:00",1,0,1,1,26.6,79.88,72.74,4.852,0,2,0,2,24,0.8,2.2,2017-05-17 06:00:00,17,5,2017,0,0,6
"3956",0,"5/17/17 7:00",1,0,1,1,27.3,81.14,0,0,0,0,0,2,24,0.8,2.2,2017-05-17 07:00:00,17,5,2017,0,0,7
