"","pumps","datetimehourly","section","holiday","workday","weathertype","atemp","atemX","totalsales","quantity","newcustomer","returningcustomer","day.rushhour","day.rushhour.pumps","day.delivery.expected","day.delivery.expected.accuracy","day.consump.ave","timedatepos","day_col","month_col","year_col","second_col","min_col","hour_col"
"33",0,"12/4/16 8:00",1,1,0,2,17.38,63.284,0,0,0,0,0,2,24,0.8,2.2,2016-12-04 08:00:00,4,12,2016,0,0,8
"34",1,"12/4/16 9:00",1,1,0,2,17.62,63.716,56.15,3.746,0,1,0,2,24,0.8,2.2,2016-12-04 09:00:00,4,12,2016,0,0,9
"35",2,"12/4/16 10:00",1,1,0,2,17.86,64.148,125.91,8.4,0,2,0,2,24,0.8,2.2,2016-12-04 10:00:00,4,12,2016,0,0,10
"36",0,"12/4/16 11:00",2,1,0,2,18.1,64.58,0,0,0,0,0,2,24,0.8,2.2,2016-12-04 11:00:00,4,12,2016,0,0,11
"37",0,"12/4/16 12:00",2,1,0,2,22.1,71.78,0,0,0,0,0,2,24,0.8,2.2,2016-12-04 12:00:00,4,12,2016,0,0,12
"38",0,"12/4/16 13:00",2,1,0,2,22.675,72.815,0,0,0,0,0,2,24,0.8,2.2,2016-12-04 13:00:00,4,12,2016,0,0,13
"39",0,"12/4/16 14:00",2,1,0,2,23.25,73.85,0,0,0,0,0,2,24,0.8,2.2,2016-12-04 14:00:00,4,12,2016,0,0,14
"40",0,"12/4/16 15:00",3,1,0,2,23.825,74.885,0,0,0,0,0,2,24,0.8,2.2,2016-12-04 15:00:00,4,12,2016,0,0,15
"41",1,"12/4/16 16:00",3,1,0,2,24.4,75.92,64.7,4.316,0,1,0,2,24,0.8,2.2,2016-12-04 16:00:00,4,12,2016,0,0,16
"42",0,"12/4/16 17:00",3,1,0,2,22.65,72.77,0,0,0,0,0,2,24,0.8,2.2,2016-12-04 17:00:00,4,12,2016,0,0,17
"43",1,"12/4/16 18:00",3,1,0,2,20.9,69.62,41.96,2.799,0,1,0,2,24,0.8,2.2,2016-12-04 18:00:00,4,12,2016,0,0,18
"44",0,"12/4/16 19:00",3,1,0,2,19.75,67.55,0,0,0,0,0,2,24,0.8,2.2,2016-12-04 19:00:00,4,12,2016,0,0,19
"45",1,"12/4/16 20:00",3,1,0,2,18.6,65.48,45.21,3.016,0,1,0,2,24,0.8,2.2,2016-12-04 20:00:00,4,12,2016,0,0,20
"46",0,"12/4/16 21:00",3,1,0,2,17.2,62.96,0,0,0,0,0,2,24,0.8,2.2,2016-12-04 21:00:00,4,12,2016,0,0,21
"47",0,"12/4/16 22:00",4,1,0,2,15.8,60.44,0,0,0,0,0,2,24,0.8,2.2,2016-12-04 22:00:00,4,12,2016,0,0,22
"48",1,"12/4/16 23:00",4,1,0,2,15.26666667,59.48,54.64,3.645,0,1,0,2,24,0.8,2.2,2016-12-04 23:00:00,4,12,2016,0,0,23
"49",0,"12/5/16 0:00",4,0,1,2,14.73333333,58.52,0,0,0,0,0,2,24,0.8,2.2,2016-12-05 00:00:00,5,12,2016,0,0,0
"50",0,"12/5/16 1:00",4,0,1,2,14.2,57.56,0,0,0,0,0,2,24,0.8,2.2,2016-12-05 01:00:00,5,12,2016,0,0,1
"51",0,"12/5/16 2:00",4,0,1,2,14.0375,57.2675,0,0,0,0,0,2,24,0.8,2.2,2016-12-05 02:00:00,5,12,2016,0,0,2
"52",0,"12/5/16 3:00",4,0,1,2,13.875,56.975,0,0,0,0,0,2,24,0.8,2.2,2016-12-05 03:00:00,5,12,2016,0,0,3
"53",0,"12/5/16 4:00",4,0,1,2,13.7125,56.6825,0,0,0,0,0,2,24,0.8,2.2,2016-12-05 04:00:00,5,12,2016,0,0,4
"54",0,"12/5/16 5:00",1,0,1,2,13.55,56.39,0,0,0,0,0,2,24,0.8,2.2,2016-12-05 05:00:00,5,12,2016,0,0,5
"55",0,"12/5/16 6:00",1,0,1,2,13.3875,56.0975,0,0,0,0,0,2,24,0.8,2.2,2016-12-05 06:00:00,5,12,2016,0,0,6
"56",2,"12/5/16 7:00",1,0,1,2,13.225,55.805,92.19,6.15,0,2,0,2,24,0.8,2.2,2016-12-05 07:00:00,5,12,2016,0,0,7
"57",1,"12/5/16 8:00",1,0,1,2,13.0625,55.5125,51.27,3.42,0,1,0,2,24,0.8,2.2,2016-12-05 08:00:00,5,12,2016,0,0,8
"58",1,"12/5/16 9:00",1,0,1,2,12.9,55.22,62.16,4.147,0,1,0,2,24,0.8,2.2,2016-12-05 09:00:00,5,12,2016,0,0,9
"59",0,"12/5/16 10:00",1,0,1,2,15.1,59.18,0,0,0,0,0,2,24,0.8,2.2,2016-12-05 10:00:00,5,12,2016,0,0,10
"60",0,"12/5/16 11:00",2,0,1,2,15.24,59.432,0,0,0,0,0,2,24,0.8,2.2,2016-12-05 11:00:00,5,12,2016,0,0,11
"61",0,"12/5/16 12:00",2,0,1,2,15.38,59.684,0,0,0,0,0,2,24,0.8,2.2,2016-12-05 12:00:00,5,12,2016,0,0,12
"62",0,"12/5/16 13:00",2,0,1,2,15.52,59.936,0,0,0,0,0,2,24,0.8,2.2,2016-12-05 13:00:00,5,12,2016,0,0,13
"63",1,"12/5/16 14:00",2,0,1,2,15.66,60.188,67.02,4.471,0,1,0,2,24,0.8,2.2,2016-12-05 14:00:00,5,12,2016,0,0,14
"64",0,"12/5/16 15:00",3,0,1,2,15.8,60.44,0,0,0,0,0,2,24,0.8,2.2,2016-12-05 15:00:00,5,12,2016,0,0,15
"65",1,"12/5/16 16:00",3,0,1,2,15.94,60.692,60.26,4.02,0,1,0,2,24,0.8,2.2,2016-12-05 16:00:00,5,12,2016,0,0,16
"66",0,"12/5/16 17:00",3,0,1,2,16.08,60.944,0,0,0,0,0,2,24,0.8,2.2,2016-12-05 17:00:00,5,12,2016,0,0,17
"67",1,"12/5/16 18:00",3,0,1,2,16.22,61.196,57.05,3.806,0,1,0,2,24,0.8,2.2,2016-12-05 18:00:00,5,12,2016,0,0,18
"68",0,"12/5/16 19:00",3,0,1,2,16.36,61.448,0,0,0,0,0,2,24,0.8,2.2,2016-12-05 19:00:00,5,12,2016,0,0,19
"69",0,"12/5/16 20:00",3,0,1,2,16.5,61.7,0,0,0,0,0,2,24,0.8,2.2,2016-12-05 20:00:00,5,12,2016,0,0,20
"70",1,"12/5/16 21:00",3,0,1,2,16.64,61.952,55.84,3.725,0,1,0,2,24,0.8,2.2,2016-12-05 21:00:00,5,12,2016,0,0,21
"71",0,"12/5/16 22:00",4,0,1,2,16.78,62.204,0,0,0,0,0,2,24,0.8,2.2,2016-12-05 22:00:00,5,12,2016,0,0,22
"72",0,"12/5/16 23:00",4,0,1,2,16.92,62.456,0,0,0,0,0,2,24,0.8,2.2,2016-12-05 23:00:00,5,12,2016,0,0,23
"73",0,"12/6/16 0:00",4,0,1,2,17.06,62.708,0,0,0,0,0,2,24,0.8,2.2,2016-12-06 00:00:00,6,12,2016,0,0,0
"74",0,"12/6/16 1:00",4,0,1,2,17.2,62.96,0,0,0,0,0,2,24,0.8,2.2,2016-12-06 01:00:00,6,12,2016,0,0,1
"75",0,"12/6/16 2:00",4,0,1,2,17.34,63.212,0,0,0,0,0,2,24,0.8,2.2,2016-12-06 02:00:00,6,12,2016,0,0,2
"76",0,"12/6/16 3:00",4,0,1,2,17.48,63.464,0,0,0,0,0,2,24,0.8,2.2,2016-12-06 03:00:00,6,12,2016,0,0,3
"77",0,"12/6/16 4:00",4,0,1,2,17.62,63.716,0,0,0,0,0,2,24,0.8,2.2,2016-12-06 04:00:00,6,12,2016,0,0,4
"78",0,"12/6/16 5:00",1,0,1,2,17.76,63.968,0,0,0,0,0,2,24,0.8,2.2,2016-12-06 05:00:00,6,12,2016,0,0,5
"79",0,"12/6/16 6:00",1,0,1,2,17.9,64.22,0,0,0,0,0,2,24,0.8,2.2,2016-12-06 06:00:00,6,12,2016,0,0,6
"80",0,"12/6/16 7:00",1,0,1,2,18.04,64.472,0,0,0,0,0,2,24,0.8,2.2,2016-12-06 07:00:00,6,12,2016,0,0,7
"81",1,"12/6/16 8:00",1,0,1,2,18.18,64.724,50.91,3.396,0,1,0,2,24,0.8,2.2,2016-12-06 08:00:00,6,12,2016,0,0,8
"82",1,"12/6/16 9:00",1,0,1,2,18.32,64.976,59.09,3.942,1,0,0,2,24,0.8,2.2,2016-12-06 09:00:00,6,12,2016,0,0,9
"83",1,"12/6/16 10:00",1,0,1,2,18.46,65.228,55.15,3.679,0,1,0,2,24,0.8,2.2,2016-12-06 10:00:00,6,12,2016,0,0,10
"84",0,"12/6/16 11:00",2,0,1,2,18.6,65.48,0,0,0,0,0,2,24,0.8,2.2,2016-12-06 11:00:00,6,12,2016,0,0,11
"85",0,"12/6/16 12:00",2,0,1,2,18.74,65.732,0,0,0,0,0,2,24,0.8,2.2,2016-12-06 12:00:00,6,12,2016,0,0,12
"86",0,"12/6/16 13:00",2,0,1,2,18.88,65.984,0,0,0,0,0,2,24,0.8,2.2,2016-12-06 13:00:00,6,12,2016,0,0,13
"87",3,"12/6/16 14:00",2,0,1,2,19.02,66.236,134.24,8.955,1,2,0,2,24,0.8,2.2,2016-12-06 14:00:00,6,12,2016,0,0,14
"88",0,"12/6/16 15:00",3,0,1,2,19.16,66.488,0,0,0,0,0,2,24,0.8,2.2,2016-12-06 15:00:00,6,12,2016,0,0,15
"89",0,"12/6/16 16:00",3,0,1,2,19.3,66.74,0,0,0,0,0,2,24,0.8,2.2,2016-12-06 16:00:00,6,12,2016,0,0,16
"90",1,"12/6/16 17:00",3,0,1,2,18.43333333,65.18,30.01,2.002,0,1,0,2,24,0.8,2.2,2016-12-06 17:00:00,6,12,2016,0,0,17
"91",0,"12/6/16 18:00",3,0,1,2,17.56666667,63.62,0,0,0,0,0,2,24,0.8,2.2,2016-12-06 18:00:00,6,12,2016,0,0,18
"92",0,"12/6/16 19:00",3,0,1,1,16.7,62.06,0,0,0,0,0,2,24,0.8,2.2,2016-12-06 19:00:00,6,12,2016,0,0,19
"93",0,"12/6/16 20:00",3,0,1,1,15.86666667,60.56,0,0,0,0,0,2,24,0.8,2.2,2016-12-06 20:00:00,6,12,2016,0,0,20
"94",1,"12/6/16 21:00",3,0,1,1,15.03333333,59.06,61.55,4.106,0,1,0,2,24,0.8,2.2,2016-12-06 21:00:00,6,12,2016,0,0,21
"95",0,"12/6/16 22:00",4,0,1,1,14.2,57.56,0,0,0,0,0,2,24,0.8,2.2,2016-12-06 22:00:00,6,12,2016,0,0,22
"96",0,"12/6/16 23:00",4,0,1,1,13.6,56.48,0,0,0,0,0,2,24,0.8,2.2,2016-12-06 23:00:00,6,12,2016,0,0,23
"97",0,"12/7/16 0:00",4,0,1,1,13.275,55.895,0,0,0,0,0,2,24,0.8,2.2,2016-12-07 00:00:00,7,12,2016,0,0,0
"98",0,"12/7/16 1:00",4,0,1,1,12.95,55.31,0,0,0,0,0,2,24,0.8,2.2,2016-12-07 01:00:00,7,12,2016,0,0,1
"99",0,"12/7/16 2:00",4,0,1,1,12.625,54.725,0,0,0,0,0,2,24,0.8,2.2,2016-12-07 02:00:00,7,12,2016,0,0,2
"100",0,"12/7/16 3:00",4,0,1,1,12.3,54.14,0,0,0,0,0,2,24,0.8,2.2,2016-12-07 03:00:00,7,12,2016,0,0,3
"101",0,"12/7/16 4:00",4,0,1,1,11.975,53.555,0,0,0,0,0,2,24,0.8,2.2,2016-12-07 04:00:00,7,12,2016,0,0,4
"102",1,"12/7/16 5:00",1,0,1,1,11.65,52.97,44.82,2.99,0,1,0,2,24,0.8,2.2,2016-12-07 05:00:00,7,12,2016,0,0,5
"103",0,"12/7/16 6:00",1,0,1,1,11.325,52.385,0,0,0,0,0,2,24,0.8,2.2,2016-12-07 06:00:00,7,12,2016,0,0,6
"104",1,"12/7/16 7:00",1,0,1,1,11,51.8,60.48,4.035,0,1,0,2,24,0.8,2.2,2016-12-07 07:00:00,7,12,2016,0,0,7
"105",0,"12/7/16 8:00",1,0,1,1,10.95,51.71,0,0,0,0,0,2,24,0.8,2.2,2016-12-07 08:00:00,7,12,2016,0,0,8
"106",0,"12/7/16 9:00",1,0,1,1,10.9,51.62,0,0,0,0,0,2,24,0.8,2.2,2016-12-07 09:00:00,7,12,2016,0,0,9
"107",0,"12/7/16 10:00",1,0,1,1,13.06666667,55.52,0,0,0,0,0,2,24,0.8,2.2,2016-12-07 10:00:00,7,12,2016,0,0,10
"108",0,"12/7/16 11:00",2,0,1,1,15.23333333,59.42,0,0,0,0,0,2,24,0.8,2.2,2016-12-07 11:00:00,7,12,2016,0,0,11
"109",1,"12/7/16 12:00",2,0,1,1,17.4,63.32,50.8,3.389,0,1,0,2,24,0.8,2.2,2016-12-07 12:00:00,7,12,2016,0,0,12
"110",1,"12/7/16 13:00",2,0,1,1,18.65,65.57,57.31,3.823,0,1,0,2,24,0.8,2.2,2016-12-07 13:00:00,7,12,2016,0,0,13
"111",0,"12/7/16 14:00",2,0,1,1,19.9,67.82,0,0,0,0,0,2,24,0.8,2.2,2016-12-07 14:00:00,7,12,2016,0,0,14
"112",1,"12/7/16 15:00",3,0,1,1,20.8,69.44,42.44,2.831,0,1,0,2,24,0.8,2.2,2016-12-07 15:00:00,7,12,2016,0,0,15
"113",0,"12/7/16 16:00",3,0,1,1,21.2,70.16,0,0,0,0,0,2,24,0.8,2.2,2016-12-07 16:00:00,7,12,2016,0,0,16
"114",2,"12/7/16 17:00",3,0,1,1,21.2,70.16,108.28,7.224,0,2,0,2,24,0.8,2.2,2016-12-07 17:00:00,7,12,2016,0,0,17
"115",0,"12/7/16 18:00",3,0,1,1,19,66.2,0,0,0,0,0,2,24,0.8,2.2,2016-12-07 18:00:00,7,12,2016,0,0,18
"116",1,"12/7/16 19:00",3,0,1,1,16.8,62.24,26.22,1.749,0,1,0,2,24,0.8,2.2,2016-12-07 19:00:00,7,12,2016,0,0,19
"117",2,"12/7/16 20:00",3,0,1,1,17.9,64.22,87.65,5.847,0,2,0,2,24,0.8,2.2,2016-12-07 20:00:00,7,12,2016,0,0,20
"118",0,"12/7/16 21:00",3,0,1,1,17.5,63.5,0,0,0,0,0,2,24,0.8,2.2,2016-12-07 21:00:00,7,12,2016,0,0,21
"119",0,"12/7/16 22:00",4,0,1,1,17.3,63.14,0,0,0,0,0,2,24,0.8,2.2,2016-12-07 22:00:00,7,12,2016,0,0,22
"120",0,"12/7/16 23:00",4,0,1,1,16.93333333,62.48,0,0,0,0,0,2,24,0.8,2.2,2016-12-07 23:00:00,7,12,2016,0,0,23
"121",0,"12/8/16 0:00",4,0,1,1,16.56666667,61.82,0,0,0,0,0,2,24,0.8,2.2,2016-12-08 00:00:00,8,12,2016,0,0,0
"122",0,"12/8/16 1:00",4,0,1,1,16.2,61.16,0,0,0,0,0,2,24,0.8,2.2,2016-12-08 01:00:00,8,12,2016,0,0,1
"123",0,"12/8/16 2:00",4,0,1,1,15.83333333,60.5,0,0,0,0,0,2,24,0.8,2.2,2016-12-08 02:00:00,8,12,2016,0,0,2
"124",0,"12/8/16 3:00",4,0,1,1,15.46666667,59.84,0,0,0,0,0,2,24,0.8,2.2,2016-12-08 03:00:00,8,12,2016,0,0,3
"125",0,"12/8/16 4:00",4,0,1,1,15.1,59.18,0,0,0,0,0,2,24,0.8,2.2,2016-12-08 04:00:00,8,12,2016,0,0,4
"126",0,"12/8/16 5:00",1,0,1,1,14.73333333,58.52,0,0,0,0,0,2,24,0.8,2.2,2016-12-08 05:00:00,8,12,2016,0,0,5
"127",0,"12/8/16 6:00",1,0,1,1,14.36666667,57.86,0,0,0,0,0,2,24,0.8,2.2,2016-12-08 06:00:00,8,12,2016,0,0,6
"128",0,"12/8/16 7:00",1,0,1,1,14,57.2,0,0,0,0,0,2,24,0.8,2.2,2016-12-08 07:00:00,8,12,2016,0,0,7
"129",1,"12/8/16 8:00",1,0,1,1,13.63333333,56.54,58.31,3.89,0,1,0,2,24,0.8,2.2,2016-12-08 08:00:00,8,12,2016,0,0,8
"130",1,"12/8/16 9:00",1,0,1,3,13.26666667,55.88,53.9,3.596,0,1,0,2,24,0.8,2.2,2016-12-08 09:00:00,8,12,2016,0,0,9
"131",0,"12/8/16 10:00",1,0,1,3,12.9,55.22,0,0,0,0,0,2,24,0.8,2.2,2016-12-08 10:00:00,8,12,2016,0,0,10
"132",1,"12/8/16 11:00",2,0,1,3,17.6,63.68,24.97,1.666,0,1,0,2,24,0.8,2.2,2016-12-08 11:00:00,8,12,2016,0,0,11
"133",0,"12/8/16 12:00",2,0,1,3,19.25,66.65,0,0,0,0,0,2,24,0.8,2.2,2016-12-08 12:00:00,8,12,2016,0,0,12
"134",1,"12/8/16 13:00",2,0,1,3,20.9,69.62,21.33,1.423,1,0,0,2,24,0.8,2.2,2016-12-08 13:00:00,8,12,2016,0,0,13
"135",0,"12/8/16 14:00",2,0,1,3,21.05,69.89,0,0,0,0,0,2,24,0.8,2.2,2016-12-08 14:00:00,8,12,2016,0,0,14
"136",2,"12/8/16 15:00",3,0,1,3,21.2,70.16,86.48,5.769,2,0,0,2,24,0.8,2.2,2016-12-08 15:00:00,8,12,2016,0,0,15
"137",0,"12/8/16 16:00",3,0,1,3,21.2,70.16,0,0,0,0,0,2,24,0.8,2.2,2016-12-08 16:00:00,8,12,2016,0,0,16
"138",0,"12/8/16 17:00",3,0,1,3,21.2,70.16,0,0,0,0,0,2,24,0.8,2.2,2016-12-08 17:00:00,8,12,2016,0,0,17
"139",0,"12/8/16 18:00",3,0,1,3,20.08333333,68.15,0,0,0,0,0,2,24,0.8,2.2,2016-12-08 18:00:00,8,12,2016,0,0,18
"140",0,"12/8/16 19:00",3,0,1,3,18.96666667,66.14,0,0,0,0,0,2,24,0.8,2.2,2016-12-08 19:00:00,8,12,2016,0,0,19
"141",0,"12/8/16 20:00",3,0,1,3,17.85,64.13,0,0,0,0,0,2,24,0.8,2.2,2016-12-08 20:00:00,8,12,2016,0,0,20
"142",1,"12/8/16 21:00",3,0,1,3,16.73333333,62.12,59.97,4.001,0,1,0,2,24,0.8,2.2,2016-12-08 21:00:00,8,12,2016,0,0,21
"143",0,"12/8/16 22:00",4,0,1,3,15.61666667,60.11,0,0,0,0,0,2,24,0.8,2.2,2016-12-08 22:00:00,8,12,2016,0,0,22
"144",0,"12/8/16 23:00",4,0,1,3,14.5,58.1,0,0,0,0,0,2,24,0.8,2.2,2016-12-08 23:00:00,8,12,2016,0,0,23
"145",0,"12/9/16 0:00",4,0,1,3,14.1,57.38,0,0,0,0,0,2,24,0.8,2.2,2016-12-09 00:00:00,9,12,2016,0,0,0
"146",0,"12/9/16 1:00",4,0,1,3,13.7,56.66,0,0,0,0,0,2,24,0.8,2.2,2016-12-09 01:00:00,9,12,2016,0,0,1
"147",0,"12/9/16 2:00",4,0,1,3,13.3,55.94,0,0,0,0,0,2,24,0.8,2.2,2016-12-09 02:00:00,9,12,2016,0,0,2
"148",0,"12/9/16 3:00",4,0,1,3,12.9,55.22,0,0,0,0,0,2,24,0.8,2.2,2016-12-09 03:00:00,9,12,2016,0,0,3
"149",0,"12/9/16 4:00",4,0,1,3,12.5,54.5,0,0,0,0,0,2,24,0.8,2.2,2016-12-09 04:00:00,9,12,2016,0,0,4
"150",0,"12/9/16 5:00",1,0,1,3,12.1,53.78,0,0,0,0,0,2,24,0.8,2.2,2016-12-09 05:00:00,9,12,2016,0,0,5
"151",1,"12/9/16 6:00",1,0,1,3,11.7,53.06,39.77,2.653,0,1,0,2,24,0.8,2.2,2016-12-09 06:00:00,9,12,2016,0,0,6
"152",1,"12/9/16 7:00",1,0,1,3,11.3,52.34,23.41,1.562,1,0,0,2,24,0.8,2.2,2016-12-09 07:00:00,9,12,2016,0,0,7
"153",0,"12/9/16 8:00",1,0,1,3,10.9,51.62,0,0,0,0,0,2,24,0.8,2.2,2016-12-09 08:00:00,9,12,2016,0,0,8
"154",0,"12/9/16 9:00",1,0,1,3,11.5,52.7,0,0,0,0,0,2,24,0.8,2.2,2016-12-09 09:00:00,9,12,2016,0,0,9
"155",0,"12/9/16 10:00",1,0,1,3,14.3,57.74,0,0,0,0,0,2,24,0.8,2.2,2016-12-09 10:00:00,9,12,2016,0,0,10
"156",0,"12/9/16 11:00",2,0,1,3,17.1,62.78,0,0,0,0,0,2,24,0.8,2.2,2016-12-09 11:00:00,9,12,2016,0,0,11
"157",2,"12/9/16 12:00",2,0,1,3,17.2,62.96,105.14,7.014,0,2,0,2,24,0.8,2.2,2016-12-09 12:00:00,9,12,2016,0,0,12
"158",1,"12/9/16 13:00",2,0,1,3,18.35,65.03,61.44,4.099,0,1,0,2,24,0.8,2.2,2016-12-09 13:00:00,9,12,2016,0,0,13
"159",1,"12/9/16 14:00",2,0,1,3,19.5,67.1,27.43,1.83,0,1,0,2,24,0.8,2.2,2016-12-09 14:00:00,9,12,2016,0,0,14
"160",0,"12/9/16 15:00",3,0,1,3,22.2,71.96,0,0,0,0,0,2,24,0.8,2.2,2016-12-09 15:00:00,9,12,2016,0,0,15
"161",1,"12/9/16 16:00",3,0,1,3,22.3,72.14,56.74,3.785,0,1,0,2,24,0.8,2.2,2016-12-09 16:00:00,9,12,2016,0,0,16
"162",0,"12/9/16 17:00",3,0,1,3,21,69.8,0,0,0,0,0,2,24,0.8,2.2,2016-12-09 17:00:00,9,12,2016,0,0,17
"163",1,"12/9/16 18:00",3,0,1,3,19.7,67.46,59.57,3.974,0,1,0,2,24,0.8,2.2,2016-12-09 18:00:00,9,12,2016,0,0,18
"164",2,"12/9/16 19:00",3,0,1,3,18.25,64.85,110.78,7.39,0,2,0,2,24,0.8,2.2,2016-12-09 19:00:00,9,12,2016,0,0,19
"165",1,"12/9/16 20:00",3,0,1,3,16.8,62.24,30.88,2.06,0,1,0,2,24,0.8,2.2,2016-12-09 20:00:00,9,12,2016,0,0,20
"166",0,"12/9/16 21:00",3,0,1,3,18.1,64.58,0,0,0,0,0,2,24,0.8,2.2,2016-12-09 21:00:00,9,12,2016,0,0,21
"167",0,"12/9/16 22:00",4,0,1,3,17.8,64.04,0,0,0,0,0,2,24,0.8,2.2,2016-12-09 22:00:00,9,12,2016,0,0,22
"168",0,"12/9/16 23:00",4,0,1,3,17.45,63.41,0,0,0,0,0,2,24,0.8,2.2,2016-12-09 23:00:00,9,12,2016,0,0,23
